Name,E615(pi)-dxF-0.2
Comment,E615 pi-data x-differential[y=0.2]
Reference,Phys.Rev.D 39 (1989) 92-122
Process type,DY
Number of points,16
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.16
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
E615(pi)-dxF.[0.20-0.30].0,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,0.125,0.0,0.25,0.04984,0.0036,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].1,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,0.375,0.25,0.5,0.1264,0.0059,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].2,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,0.625,0.5,0.75,0.1825,0.0074,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].3,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,0.875,0.75,1.0,0.1934,0.0078,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].4,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,1.125,1.0,1.25,0.186,0.0078,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].5,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,1.375,1.25,1.5,0.1491,0.0071,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].6,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,1.625,1.5,1.75,0.08838,0.00567,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].7,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,1.875,1.75,2.0,0.07249,0.00554,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].8,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,2.125,2.0,2.25,0.05134,0.0049,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].9,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,2.375,2.25,2.5,0.03153,0.0041,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].10,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,2.625,2.5,2.75,0.01818,0.0035,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].11,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,2.875,2.75,3.0,0.01482,0.00383,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].12,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,3.125,3.0,3.25,0.003163,0.001414,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].13,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,3.375,3.25,3.5,0.004804,0.002402,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].14,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,3.625,3.5,3.75,0.0018,0.001273,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.20-0.30].15,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.25,0.2,0.3,3.875,3.75,4.0,0.00312,0.001801,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
